상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,관계법령,최종수정일
행정-안전,기타,타사이트신청,기타,수시,중소기업유통센터,중소기업유통센터  공공구매지원센터 (☎ 02-2656-9991),○ 여성기업확인서 소지자 - 1억원 이하 공공구매 시 여성기업임을 확인하는 서류로서 공공구매종합정보망(SMPP)에 등록해야 출력 서비스됨,○ 여성기업확인요령  - 여성기업법에 의한 여성 대표자가 실질적으로 경영하는지를 현장실태조사하여 확인서를 발급,"○ 여성기업확인서 출력 서비스    - 해당 중소기업이 여성기업임을 증명하는 확인서를  출력함 ○ 여성기업을 대상으로 1억원 이하의 수의계약이 가능, 경쟁제품 등의 입찰에 의한 낙찰자 결정 시 가점 부여",웹사이트 내 신청,"신청서, 사업자등록증 등",,,2022-06-13
행정-안전,기타,타사이트신청,기타,수시,중소기업유통센터,중소기업유통센터  공공구매지원센터 (☎ 02-2656-9991),○ 장애인기업확인서 소지자 - 1억원 이하 공공구매 시 장애인기업임을 확인하는 서류로서 공공구매종합정보망(SMPP)에 등록해야 출력 서비스됨,○ 장애인기업확인요령  - 장애인기업법에 의한 장애인 대표자가 실질적으로 경영하는지를 현장실태조사하여 확인서를 발급,"○ 장애인기업확인서 출력 서비스    - 해당 중소기업이 장애인기업임을 증명하는 확인서를  출력함 ○ 장애인기업을 대상으로 1억원 이하의 수의계약이 가능, 경쟁제품 등의 입찰에 의한 낙찰자 결정 시 가점 부여",웹사이트 내 신청,"신청서, 사업자등록증 등",,,2022-06-13
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,특허청,특허청 (☎ 042-481-8496),○ 대한민국 여성,○ 발명 아이디어를 통한 창업에 관심있는 여성,"○ 아이디어 접수 후 멘토링 및 특허출원 지원 - (교육 및 상담회) 지원 대상작으로 선정된 제안자 대상 지식 재산권 기초 및 신제품 마케팅 전략 교육 상품 전문가 멘토단을 통해 개별 상담 - (멘토링) 아이디어 1건당 2명의 멘토 매칭, 제안자와 공동연구개발 - (결과물 산출) 완성된 아이디어와 지식 재산권 출원 및 시제품 제작 - (공개 평가 및 시상식) 결과물의 온·오프라인 공개, 예비 소비자 평가(온라인)와 전문가 평가(오프라인)를 합산하여 대통령상 등 정부시상",웹페이지를 통해 아이디어 등록,,,,2022-06-20
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,특허청 콜센터,특허청 콜센터 (☎ 1544-8080),○ 출원인 누구나,○ 특허실용신안 심사기준에 상세 기술,○ 아래 중소기업 출원에 대한 일괄심사 서비스 제공  - 벤처기업의 확인을 받은 기업  - 기술혁신형 중소기업으로 선정된 기업,지원대상에 해당할 경우 온라인신청 사이트에서 신청서 작성 및 접수,,,,2022-01-03
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,특허청 콜센터,특허청 콜센터 (☎ 1544-8080),○ 출원인 누구나,○ 특허실용신안 심사기준에 상세 기술,○ 아래 개인 출원에 대한 우선심사 서비스 제공  - 65세 이상 고령자  - 시한부 환자 ○ 아래 중소기업 출원에 대한 우선심사 서비스 제공  - 벤처기업의 확인을 받은 기업  - 기술혁신형 중소기업으로 선정된 기업  - 직무발명보상 우수기업으로 선정된 기업  - 창업초기 중소기업  - 지식재산 경영인증을 받은 중소기업,"대상자의 경우, 우선심사 신청서 작성","우선심사신청서, 우선심사신청설명서",,,2022-01-03
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,한국산업안전보건공단,한국산업안전보건공단 (☎ 052-703-0772),○ 산재보험 가입사업장,"○ ""한국산업안전공단의 개별 사업(http://www.kosha.or.kr)"" 참조","○ 한국산업안전보건공단의 개별 사업(http://www.kosha.or.kr) 참조 - 기술지도, 안전보건지킴이, 위험성평가 등 11개 이상의 사업을 총칭하여 업종별 재해예방사업이라고 하며 개별사업은 한국산업안전보건공단의 공공서비스 안내 및 홈페이지를 참고하시고, 상담 문의는 공단 대표 전화를 이용하여 개별 사업 담당에게 안내받으시면 됩니다.    · 사고성 기술지도  · 적시 기술지도  · 고위험업종 안전보건지킴이  · 제조업, 건설업, 서비스업, 화학 사고재해예방(위탁)  · 공정안전보고서 심사 및 확인  · 화학공장 대형사고예방 기술지도  · 안전보건종합진단  · 위험성평가  · 유해위험방지계획서 심사확인  · 안전보건경영시스템 구축  · 공생협력 프로그램 지원","○ ""한국산업안전보건공단의 개별 사업(http://www.kosha.or.kr)"" 참조","○ ""한국산업안전보건공단의 개별 사업(http://www.kosha.or.kr)"" 참조",,,2021-12-08
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,국방부 인권담당관,국방부 인권담당관 (☎ 02-748-6832),"○ 장병, 군무원, 일반 국민",지원대상과 동일,○ 군 인권 관련 진정 및 상담,"○ 군 인권상담은 방문, 전화, 우편, 팩스, 전자우편, 군인권지키미시스템을 통하여 실시○ 진정은 진정인이 작성한 진정서를 방문, 전화, 우편, 팩스, 전자우편의 방법으로 제출받거나 군인권지키미시스템을 통하여 접수",○ 인권상담 : 불필요○ 인권진정 : 진정서,,,2022-06-22
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,특허심판원,특허심판원 (☎ 042-481-8544),"○ 제39조의3 제1항 아래 각 호에 해당하는 사건 - 1. 심판의 당사자가 장애인, 65세 이상의 고령인 또는 거동이 불편한 자로서 구술심리에 참석하는 경우 - 2. 심판의 당사자, 대리인, 참가인, 증인 등을 포함하여 당사자 일방의 참석자가 10인 이상인 경우 - 3. 심판 증거자료가 과대·과중하여 이동이 불편함을 소명한 경우 - 4. 신속심판 대상 사건인 경우 - 5. 심판장이 특허심판원 소재지 이외의 장소에서 구술심리를 할 필요성이 있다고 인정하는 경우 ○ 당사자계 사건으로서 구술심리 개최 시 추가 증거 제출이 없는 사건  ※특허심판원을 통해 신청한 자에 한함",○ 특허심판원을 통해 신청한 자에 한함,"○ 다음의 사건에 해당하는 경우 심판관 합의체와 당사자 간 원격영상으로 대면하여 구술심리를 진행함 ○ 제39조의3 제1항 아래 각 호에 해당하는 사건 - 1. 심판의 당사자가 장애인, 65세 이상의 고령인 또는 거동이 불편한 자로서 구술심리에 참석하는 경우 - 2. 심판의 당사자, 대리인, 참가인, 증인 등을 포함하여 당사자 일방의 참석자가 10인 이상인 경우 - 3. 심판 증거자료가 과대·과중하여 이동이 불편함을 소명한 경우 - 4. 신속심판 대상 사건인 경우 - 5. 심판장이 특허심판원 소재지 이외의 장소에서 구술심리를 할 필요성이 있다고 인정하는 경우 ○ 당사자계 사건으로서 구술심리 개최 시 추가 증거 제출이 없는 사건 ※특허심판원을 통해 신청한 자에 한함",○ 특허심판원 심판정책과 또는 특허청 서울사무소에 심판사건 신청서 서면 제출 혹은 특허로 홈페이지(http://www.patent.go.kr) 회원 가입 후 심판 사건 신청서 제출 ※ 심판 사건 신청서 신청의 이유란에 영상 구술심리 신청 취지 기입,심판 사건 신청서(특허법 시행규칙 별지 제33호 서식),,,2020-12-17
행정-안전,기타,타사이트신청,기타,상시신청,한국인터넷진흥원,한국인터넷진흥원 (☎ 02-405-4769),○ 영세.중소기업 ○ 협박·금전적 요구 등에 의한 디도스 공격이 예상되거나 현재 디도스가 발생하여 피해를 보고 있는 영세 및 중소기업,○ 중소기업기본법 제2조에 해당하는 중소기업,○ 보안 투자가 어려운 중소기업의 침해사고 피해를 최소화하기 위해 DDoS 트래픽을 대피소로 우회하여 분석·차단하는 중소기업 무료 지원 서비스,웹사이트,"사업자등록증, 중소기업확인서",,,2022-06-17
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,특허심판원,특허청 특허심판원 심판정책과 (☎ 042-481-8444),"○ 지원대상은 다음과 같음- 1. 중소기업창업지원법 제4조에 따라, 정부로부터 자금, 투자, 출연, 보조, 융자 지원을 받은 기업- 2. 1인창조기업 육성에 관한 법률 제11조, 제12조 또는 제15조에 따라 정부로부터 기술개발지원 또는 아이디어의 사업화 지원, 금융지원을 받은 1인 창조기업- 3. 대기업을 상대로 권리범위 확인심판, 무효심판 또는 취소심판을 진행 중인 중소기업- 4. 지식재산권 침해분쟁으로 법원에 계류 중이거나(침해금지 가처분신청 포함) 경찰 또는 검찰에 입건된 사건과 관련된 심판을 진행 중인 개인, 중소기업 등",○ 지원대상에 해당하며 현재 특허심판원에 계류중인 심판사건,"○ 지원 대상자를 당사자로 하는 심판이 특허심판원에 계류 중인 경우, 당사자의 신속심판신청에 의해 해당 심판을 신속심판으로 결정 ○ 신속심판으로 결정된 경우, 결정일로부터 3개월 이내 심결을 목표로 신속한 심판 진행 - 답변서 제출기한 만료일로부터 1개월 이내에 구술심리를 개최 - 구술심리 개최일 또는 새로운 증거, 주강 제출에 따른 답변서 제출기간 만료일로부터 2주 이내에 심결","특허심판원으로 신속심판 신청서 제출(온,오프라인)","신속심판신청서(심판사무취급규정 별지 제24호 서식)(단, 신속심판신청이 필요없는 신속심판 대상 사건은 제외)",,,2020-12-17
행정-안전,기타,타사이트신청,기타,접수기관 별 상이,국가연구시설장비진흥센터,국가연구시설장비진흥센터 (☎ 042-865-3938),"○ 지방자치단체, 공공기관, 교육기관, 연구기관, 국가보훈단체, 연구개발 또는 국산 장비 개발 관련 중소기업* 등     * 「중소기업기본법」제2조 제1항 및 같은 법 시행령 제3조에 따른 기업 <참고> 연구개발 또는 국산장비개발 관련 기업 필수 제출 자료  - 중소기업 확인서(공통)  - ① 부설연구소(또는 연구개발전담부서) 인정서 ② 참여중인 국가 R&D 과제 협약서 ③ ZEUS를 통해 관리중인 국가 연구장비 목록     ④ 장비개발 기술력을 입증할 수 있는 관련 서류 중 1가지 이상 필수 제출 ○  신청기관, 신청기관의 장, 신청자가 접수일 현재 「국가연구개발사업의 관리 등에 관한 규정」제27조에 의하여 참여제한을 받고 있는 경우 신청 불가","○ 이전 타당성을 검토하여 대상기관 선정 - 장비이전심의위원회를 통해 장비 이전 신청기관에서 제출한 서류를 바탕으로 이전, 수리 가능성, 사용 용도, 운영방안 등 장비 이전 타당성을 검토하여 이전 대상기관을 선정","○ 지원 규모 - 장비 당 취득금액의 10% 이내(최대 6천만원) 지원. 단, 이전심의위원회 필요성 인정시 취득금액의 20% 이내(최대 6천만원)까지 지원 가능 ○ 지원 항목 - 사전점검비 : 이전신청 장비 사전점검 비용(장비전문가 활용비 등) - 장비 이전비 : 유휴·저 활용 장비의 이전, 설치 시 발생하는 비용 지원 - 장비 수리비 : 유휴·저 활용 장비의 이전 후 사용에 필요한 수리 비용 지원","○ 신청요령 - 연구장비 보유기관을 방문하여 장비의 상태를 직접 확인한 후, ZEUS 나눔터(www.zeus.go.kr/sharing)를 통해 제출 서류를 작성·업로드하여 신청","장비이전신청서, 이전장비 활용계획서, 이전수리비 견적서",,,2022-01-12
행정-안전,기타,방문신청,기타,"상반기(2022.2.7.~2022.2.11.), 하반기(미정)",주민센터,복지인구정책과 (☎ 052-229-3424),"○ 중위소득 160%이하의 가구(서비스별 상이) ※ 기준중위소득 160%     1인가구 : 3,112천원     2인가구 : 5,216천원     3인가수 : 6,712천원     4인가구 : 8,194천원     5인가구 : 9,639천원     6인가구 : 11,051천원  ○ 연령 기준 : 서비스별 상이",,"○ 지역사회서비스 투자사업 - 지원대상 : 중위소득 160% 이하의 가구 - 지원내용 : 총 14개사업  ㆍ아동.청소년(4),노인.장애인(3),성인.가족(7) ※ 서비스금액 및 제공기간:서비스별 상이 - 지원형태 : 사회서비스 전자바우처",○ 방문 신청  - 주민등록 주소지 읍면동 행정복지센터에서 신청,"신분증, 건강보험증, 진단서 또는 서비스 이용 관련 증빙서류(필요시)",,,2022-02-24
행정-안전,기타,방문신청,서비스기타,상시신청,전국다문화가족지원센터,다누리콜센터 (☎ 1577-1366),○ 다문화 가족 및 다문화 가족을 직·간접적으로 지원하는 개인 또는 기관,지원대상과 동일,"○ 다문화 가족 입국 초기상담, 통역 및 번역 지원, 가족 간 의사소통 및 생활상담, 행정·사법·공공기관 이용 중 통번역 위기 상황 시 긴급 지원 등 ○ 한국말이 서툰 결혼이민자의 가족·사회생활에 필요한 의사소통을 지원하기 위한 통·번역 서비스 제공 - 제공 언어 : 결혼이민자 주요 출신국 언어","다문화가족지원센터에 방문하거나 전화, 이메일, 팩스 등",○ 공통   - 다문화 가족지원센터 서비스 개인 정보 수집·이용 동의서  - 다문화 가족지원센터 서비스 개인 정보 제3자 제공 동의서  - 회원 등록 신청서  - 프로그램 신청서 ○ 2개 중 택1  - 주민등록등본(결혼이민자가 또는 귀화자가 등본 상 기재)  - 가족관계증명서와 외국인 등록증 사본 또는 가족관계증명서와 여권사본,,,2021-12-27
행정-안전,기타,방문신청,서비스기타,자세한 날짜는 시군구청에 따라 다를 수 있음,시·군·구청,농림축산식품부 구제역방역과 (☎ 044-201-2540),○ 50두 미만 소 사육농가 ○ 300두 미만 염소 사육농가,지원대상과 동일,"○ (소) 축주 혼자서는 예방접종에 어려움이 있는 소(한육우, 젖조) 50두 미만 사육 소규모 농가에  대해  수의사를 동원하여 예방접종시술 지원○ (염소) 방목하는 사양환경 특성 상, 포획의 어려움 등의 이유로 구제역 예방접종에 어려움이 있는 염소 300두 미만 사육 소규모 농가에 대해 수의사 및 포획인력을 동원하여 예방접종시술 지원 * 소 예방접종 지원비(마리당 5천원, 국비 50%, 지방비 50%) 및 염소 포획 접종 시술비(마리당 8천원, 국비 50%, 지방비 50%)는 업무를 수행한 수의사 및 포획인력에게 지원되며, 사업 수행에 따른 농가 부담분은 없음",시군구청에 방문 또는 유선연락,,,,2021-04-14
행정-안전,기타,방문신청,기타,접수기관 별 상이,북한이탈주민지원재단,북한이탈주민지원재단 (☎ 02-3215-5831),○ 상담을 원하는 북한이탈주민,지원대상과 동일,"○ 북한이탈주민에 대한 심층적 이해를 바탕으로 심리, 의료·교육·복지·취업지원 등 전문적이고 종합적인 정착지원 상담 서비스 제공","○ 방문, 온라인, 유선, 기타",,,,2022-06-07
행정-안전,기타,방문신청,기타,상시신청,고령군 소재의 금융기관 19개소,고령군청 기업경제과 (☎ 054-950-6563),○ 만 19세 이상이면 누구든지 발급 가능,,"○ 소비자 - 구입시 10% 적립(지류) 및 10% 할인(제로페이,고령사랑카드) ※ 적립 및 할인혜택은 예산 소진시에 변동 가능 ○ 가맹점  - 카드가맹점 수수료 절감, 홍보효과, 가맹점 매출증대","○ 온라인 신청 - 제로페이(모바일) : ‘체크페이’,‘비플제로페이’등 23개 어플앱(APP)에서 구매 가능 - 카드형 : 지역상품권 chak 앱 설치 및 회원가입후 상품권 충전  ○ 방문 신청 - 기타 : 고령군 소재의 금융기관 19개소 (지류상품권)",,,,2022-06-29
행정-안전,기타,방문신청,기타,접수기관 별 상이,주민센터,주민복지과 (☎ 063-540-3342),"○ 아동청소년심리지원서비스 - 기준중위소득 150%이하, 만18세 이하  ○ 영유아발달지원서비스 - 기준 중위소득 150%이하, 만6세 이하 영유아 ○ 아동정서발달지원서비스 - 기준 중위소득 120%이하, 만7세~만18세아동 ○ 노인맞춤형운동서비스 - 기준중위소득 140%이하, 기초연금 수급자 ○ 장애인보조기기렌탈서비스 - 만24세 이하 장애 아동, 청소년 ○ EYE1004건강두드림서비스 - 기준 중위소득 140%이하 또는 기초연금수급자(질병분류코드 : G, M, I, R81, E10~15)   ○ 정신건강토탈케어서비스 - 기준중위소득 120%이하, 연령기준 없음(정신장애인등록, 질병분류코드 : F00~F99) ○ 아동청소년비전형성지원서비스 - 기준 중위소득 120%이하, 만7세~만16세 ○ 청소년지구시민학교 - 기준 중위소득 140%이하, 만13세~만18세 이하 청소년 ○ 노인문화여가토탈서비스 - 기준 중위소득 140%이하, 기초연금수급자 ○ 청소년재활승마지원서비스 - 기준 중위소득 120%이하, 만7세~만18세  ○ 글로벌마인드형성서비스 - 기준 중위소득 140%이하. 만7세~만16세 아동 ○ 복지사각지대 마을 종합서비스 - 기준 중위소득 140%이하, 기초연금수급자 ○ 스마트도시(김제) 지역 인재 육성 - 기준 중위소득 160%이하, 만8세~만18세 아동,청소년",,"○ 서비스 내용 - 아동청소년심리지원서비스 : 언어, 놀이, 미술프로그램 - 영유아발달지원서비스 : 발달지원영역(언어,인지,사회성,정서) 촉진 조기 중재 서비스 및 검사 - 아동정서발달지원서비스 : 클래식악기 이론 및 실기, 정서순화프로그램 - 노인맞춤형운동서비스 : 건강상담, 수중운동, 유산소 운동 - 장애인보조기기렌탈서비스 : 보조기기 대여 및 성장단계별 맞춤 지원 - EYE1004건강두드림서비스 : 근골격계마사지, 지압, 체형교정, 자극요법 등 - 정신건강토탈케어서비스 : 대면상담, 위기상황개입, 일상생활지원, 사회적응 등 - 아동청소년비전형성지원서비스 : 진로탐색, 체험활동, 라이프코칭 등 - 청소년지구시민학교 : 인문수업, 체험활동 등 - 노인문화여가토탈서비스 : 치매예방, 정서지원, 건강관리, 문화여가증진프로그램 - 청소년재활승마지원서비스 : 심리상담, 교감활동, 재활승마, 부모상담 등 - 글로벌마인드형성서비스 : 맞춤형 외국어교육 및글로벌 마인드 교육 - 복지사각지대 마을 종합서비스 : 신체건강관리,영양관리, 문화여가지원서비스 - 스마트도시(김제) 지역 인재 육성 : 사물인터넷 교육, 3D프린팅, 코딩, 로봇교육 프로그램",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"- 사회보장급여(사회서비스이용권) 신청서- 사회서비스 이용자 준수사항 안내확인 동의서- 기타증빙서류  ( 건강보험료 고지서, 의사소견서, 심리결과 확인서 등 사업별로 이용자 선정에 필요하다고 인정하는 증빙서류)",,,2021-11-26
행정-안전,기타,방문신청,기타,상시신청,주민센터,행정주민복지과 (☎ 063-650-1286),"○ 건강보험료 본인부담금  기준중위소득 120% 이하(서비스별 소득, 연령, 우선순위 차등) - 영유아발달지원서비스 : 건강보험료 본인부담금 기준중위소득 150%, 만0세~만6세 영유아 - 장애인보조기렌탈서비스 : 소득기준없음, 만24세이하 장애 아동 청소년 - 아동청소년심리지원서비스(시장형) : 건강보험료 본인부담금 기준중위소득 150%, 만18세이하 - 아동정서발달지원서비스 : 건강보험료 본인부담금 기준중위소득 120%, 만7세~만18세 - 정신건강토탈케어서비스 : 건강보험료 본인부담금 기준중위소득 120%, 연령기준 없음 - 맞춤형복지를 위한 행복한 농촌마을 만들기 : 건강보험료 본인부담금 기준중위소득 140% 또는 기초연금수급자, 만60세이상",,"○ 지역사회서비스 투자사업 - 지역의 특성과 주민의 수요를 반영한 사회서비스를 개발하여 서비스 제공 - 사업종류 : 영유아발달지원서비스, 장애인보조기기렌탈서비스, 아동청소년심리지원서비스(시장형), 아동정서발달지원서비스, 정신건강토탈케어서비스, 맞춤형복지를 위한 행복한 농촌마을 만들기",○ 방문 신청  - 주민센터 : 주소지 읍면사무소 방문신청,,,,2021-12-01
행정-안전,기타,방문신청,현물기타,접수기관 별 상이,달성군가족센터 636-7389,달성군가족센터 (☎ 636-7389),달성군에 거주하는 여성 1인가구 등,,"○ 사업내용 : 안심홈세트 지원(스마트초인종, 문열림센서 등)",신청방법 : 방문 또는 온라인신청※ 방문 전 전화상담 필수 : 달성군가족센터 636-7389,,,,2022-08-25
행정-안전,기타,방문신청,기타,매년 8~9월 중,주민센터,서산시 안전총괄과 (☎ 041-660-2145),"○ 서산시 거주자 중 기초생활수급자 및 차상위계층, 장애인, 한부모가족,  65세 이상 노인으로만 구성된 세대, 다문화가족, 청소년이 가장인 세대",,"○ 기초생활수급자 및 차상위계층, 장애인, 한부모가족, 65세 이상 노인으로만 구성된 세대, 다문화가족, 청소년이 가장인 세대에게 전기안전 점검 및 정비 등 서비스 제공",○ 방문 신청  - 주민센터 : 서산시 읍·면·동 주민센터 신청,신청서,,,2021-10-29
행정-안전,기타,방문신청,기타,사망일이 속한 달의 말일부터 6개월 이내,"정부24, 시·구, 읍·면·동",행정안전부 지역디지털서비스과 (☎ 044-205-2773),"○ 방문신청   - (상속인) 제1순위 상속인(직계비속, 배우자), 제2순위 상속인(직계존속, 배우자), 제3순위 상속인(형제, 자매) / 대습상속인, 실종 선고자의 상속인, 상속재산관리인, 상속권한 있는 자의 대리인       ※ 단, 제2순위의 경우에는 제1순위 상속인이 없는 경우에 한함, 제3순위의 경우에는 제1·2순위 상속인이 없는 경우에 한함   - (후견인) 법원에 의해 선임된 성년후견인 및 권한 있는 한정후견인 ○ 온라인 신청  - (상속인) 제1순위 상속인(직계비속, 배우자), 제2순위 상속인(직계존속, 배우자)       ※ 단, 제2순위의 경우에는 제1순위 상속인이 없는 경우에 한함, 제1순위 상속인의 상속포기로 인한 제2순위 상속인은 방문신청만 가능","○ 방문신청   - (상속인) 제1순위 상속인(직계비속, 배우자), 제2순위 상속인(직계존속, 배우자), 제3순위 상속인(형제, 자매) / 대습상속인, 실종 선고자의 상속인, 상속재산관리인, 상속권한 있는 자의 대리인       ※ 단, 제2순위의 경우에는 제1순위 상속인이 없는 경우에 한함, 제3순위의 경우에는 제1·2순위 상속인이 없는 경우에 한함   - (후견인) 법원에 의해 선임된 성년후견인 및 권한 있는 한정후견인 ○ 온라인 신청  - (상속인) 제1순위 상속인(직계비속, 배우자), 제2순위 상속인(직계존속, 배우자)       ※ 단, 제2순위의 경우에는 제1순위 상속인이 없는 경우에 한함, 제1순위 상속인의 상속포기로 인한 제2순위 상속인은 방문신청만 가능","상속인(또는 후견인)이 금융내역(예금·보험·대출·증권 등)·토지·건축물·자동차·세금(체납액·고지세액·환급액)·연금(국민·공무원·사학·군인·근로복지공단 퇴직연금)·공제회(건설근로자·군인·과학기술인·한국교직원·대한지방행정공제회) 가입유무 등 사망자(또는 피후견인)의 재산 조회를 시·구, 읍·면·동에서 한 번에 통합 신청",○ 신청방법   - (방문신청) 시구청 및 읍면동 주민센터 직접 방문 →  사망자 재산조회 등 통합처리 신청서 및 구비서류 제출   - (온라인신청) 정부24 (www.gov.kr)접속 → 공인인증서 본인인증 → 신청서 작성     → 구비서류(가족관계증명서) 교부 신청 및 수수료 결제 → 접수처(주민센터)에서 확인·접수 → 접수증 출력 ○ 조회결과 확인방법    -  금융 : 문자메시지(SNS) 통보 또는 금융감독원 홈페이지(www.fss.or.kr) 확인    -  국세 : 문자메시지(SNS) 통보 또는 국세청 홈택스 홈페이지(www.hometax.go.kr) 확인   -  토지·지방세 : 문자·우편·방문 중 선택(Fax통지 불가)   -  자동차·건축물 : 접수처에서 즉시 확인(온라인 신청 시 문자·우편·방문 중 선택)   -  국민연금 : 문자메시지(SNS) 통보 또는 국민연금공단 홈페이지(www.nps.go.kr) 확인 (콜센터 ☎1355 또는 내방하여 상담)   -  공무원연금 : 문자메시지(SNS) 통보 (고객센터 ☎1588-4321 또는 내방하여 상담)   -  사학연금 : 문자메시지(SNS) 통보 (고객센터 ☎1588-4110 또는 내방하여 상담)   -  군인연금 : 문자메시지(SNS) 통보 (국방민원콜센터 ☎1577-9090 또는 내방하여 상담)   -  건설근로자퇴직공제금 : 문자메시지(SNS) 통보 또는 건설근로자공제회홈페이지(www.cwma.or.kr) 확인 (고객센터 ☎1666-1122 또는 내방하여 상담)   -  대한지방행정공제회 : 문자메시지(SNS) 통보 (고객센터 ☎1577-7590 또는 내방하여 상담)   -  군인공제회 : 문자메시지(SMS) 통보   -  과학기술인공제회 : 문자메시지(SMS) 통보   -  한국교직원공제회 : 문자메시지(SMS) 통보   -  근로복지공단 : 문자메시지(SMS) 통보 또는 근로복지공단 퇴직연금 홈페이지(pension.kcomwel.or.kr) 확인,"- (사망자 재산조회 신청 시) 신분증, 가족관계증명서 등 상속관계 증빙서류- (피후견인 재산조회 신청 시) 신분증, 후견등기사항전부증명서 또는 성년(한정)후견개시심판문 및 확정증명원- (사망자 등 재산조회 신청의 취소·변경 신청 시) 신분증, 사망자 등 재산조회 통합처리 신청 접수증",,,2022-01-19
행정-안전,기타,방문신청,현물기타,※ 기타세부사항 : 시ㆍ군ㆍ구에 따라 다를 수 있음,주민센터,한국가스안전공사 (☎ 1544-4500),"LPG호스를 사용하고 있고 아직 금속배관으로 교체하지 않은 가구 ※지원형태: 현물, 자부담 비용 5만원 원칙(단, 기초생활수급자는 지자체에서 예산자원시 면제)","LPG호스를 사용하고 있고 아직 금속배관으로 교체하지 않은 가구 ※지원형태: 현물, 자부담 비용 5만원 원칙(단, 기초생활수급자는 지자체에서 예산자원시 면제)",금속배관으로 교체 및 퓨즈콕 등 안전장치 설치,읍면동 주민센터에 방문,,,,2021-05-17
행정-안전,기타,방문신청,기타,접수기관 별 상이,특허청서울사무소출원등록과,특허청서울사무소출원등록과 (☎ 02-3458-2240),○ 변리사 상담이 필요한 모든 인원,지원대상과 동일,"○ 특허청서울사무소 고객지원실 방문인원 대상으로 특허 등 지식재산권 출원, 분쟁절차, 법률 등 상담",○ 특허청 서울사무소에 방문신청(09시-17시),,,,2021-08-18
행정-안전,기타,방문신청,기타,접수기관에 문의,경찰청,경찰민원콜센터 (☎ 182),"○ 이주여성, 외국인 근로자 중심으로 국내 체류 외국인 중 실질적인 사회 정착지원이 필요한 대상",○ 국내 체류 중인 외국인이라면 누구나 선정 가능,"○ 교통사고예방, 사고 발생 시 요령 등 실생활에 필요한 내용 중심으로 운전면허 학과 교육 진행 ○ 운전면허교실 교재(DVD) 구매 및 운전면허시험 문제은행 책자 제작 등 운영예산 및 교재 확대 지원 ○ 전문적이고 체계적인 교육 실시를 위해 도로교통공단 등과 협조로 전문 강사 확보 및 언어권별 통역을 지정 ○ 교육 이수자 친교 모임 활성화 ○ 국적별, 지역별 네트워크 구축 및 정보교환 등 상호 지원 유도 ○ 면허 취득자를 면허교실 통역 강사로 활용, 언어불통 해소",○ 경찰서 방문 또는 다문화 가족지원센터 등 외국인 도움센터에 신고,경찰서 방문 또는 다문화 가족지원센터 등 외국인 도움센터에 문의,,,2022-06-22
행정-안전,기타,방문신청,기타,상시신청,안양시청 종합민원실 내 생활법률상담실,생활법률상담실 (☎ 031-8045-2758),무료 법률 상담이 필요한 시민,,"각종 소송 사건, 등기 신청 등 시민생활과 밀접한 무료법률상담 뿐만 아니라 이성 문제, 가정문제 등 폭넓은 상담을 통해 시민들 고충해결에 기여함.","방문, 전화상담",,,,2022-07-07
행정-안전,기타,방문신청,기타,접수기관 별 상이,시도 재난심리회복지원센터,행정안전부 재난구호과 (☎ 044-205-5343),"- 재난피해 정도 등에 관계없이 재난경험자면 누구나 서비스를 지원 받을 수 있음 - 재난경험자: 직접 피해를 입은 당사자, 피해자의 가족, 목격자, 재난현장에서 구호, 봉사, 지원, 복구 활동에 참여한 사람 등","- 재난피해 정도 등에 관계없이 재난경험자면 누구나 서비스를 지원 받을 수 있음 - 재난경험자: 직접 피해를 입은 당사자, 피해자의 가족, 목격자, 재난현장에서 구호, 봉사, 지원, 복구 활동에 참여한 사람 등","○ 재난심리회복지원 서비스란?  - 각종 재난으로 인한 재난경험자의 정신적, 심리적 충격을 완화하고 후유증을 예방하며, 일상생활로 조속히 복귀할 수 있도록 전문 심리상담을 실시하고 필요시전문병원에 의뢰함으로써 사회병리 현상을 악화되는 것을 방지하는 일련의 활동을 말한다. ○ 수행기관 : 17개 시도 재난심리회복지원센터 ○ 주요내용  - 전문 심리상담 및 심리상태 진단 - 재난심리회복지원 프로그램 개발 및 운영 - 재난심리회복지원 활동가 양성 및 교육 훈련 프로그램 추진","재난심리 대표전화(1670-9512), 시도별 재난심리회복지원센터 전화 및 방문을 통해 신청 가능",,,,2022-06-09
