상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,게시글_id,게시글_url,제목,요약,지역상위,지역하위,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,최종수정일,스크랩시간
보호-돌봄,이용권,기타,305000000112,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/305000000112?administOrgCd=ALL,저소득 장애인가정 위문품 지급,,서울특별시,동대문구,이용권,상시신청,개인 신청절차 없음,어르신장애인복지과 (☎ 02-2127-4468),○ 관내거주 저소득 장애인,,○ 설·추석 명절에 관내 저소득 장애인 500가구에 온누리 상품권 3만원권 지급,○ 개인 신청절차 없음  - 동주민센터 추천,,어르신장애인복지과 (☎  02-2127-4468),2022-07-12,202210061351
보호-돌봄,이용권,기타,452000000164,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/452000000164?administOrgCd=ALL,만 65세 이상 어르신 목욕 및 이·미용비 지원,,충청남도,아산시,이용권,별도 신청없이 방문 수령,별도 신청없이 방문 수령,경로복지팀 (☎ 041-540-2987),○ 관내 거주 만 65세 이상 어르신,,○ 관내 거주 만 65세 이상 어르신들에게 목욕 및 이·미용권 연 18매 지급,○ 개인 신청절차 없음 - 별도 신청없이 방문 수령,"본인 수령: 신분증대리인 수령: 위임자 신분증, 도장, 대리인 신분증, 가족관계증명서",경로복지팀 (☎  041-540-2987),2022-02-03,202210061351
보호-돌봄,이용권,기타,464000000115,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/464000000115?administOrgCd=ALL,독거노인 목욕비 지원,,전라북도,전주시,이용권,상시신청,,전주시 통합돌봄과 (☎ 063-281-2025),○ 65세이상 국민기초생활수급자ㆍ차상위계층 독거어르신 및 재가보호어르신,,○ 65세 이상 국민기초생활수급자 및 차상위계층 독거어르신 및 재가보호어르신께 경로목욕권 지급(연간 1인 12매), 주민센터 : 동별 배정인원에 따라 주민센터에서 선정,,전주시 통합돌봄과 (☎  063-281-2025),2022-07-12,202210061351
보호-돌봄,이용권,기타,323000000115,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/323000000115?administOrgCd=ALL,(송파구)구자체 장애인 활동지원급여지원,,서울특별시,송파구,이용권,상시신청,개인 신청절차 없음,주민장애인복지과 (☎ 02-2147-5010),"○ 장애인 활동지원 국고보조, 시비추가 수급자 중 인정점수 380점 이상 또는 기능제한 영역 점수가 350점 이상인 자 중 가구환경(독거, 재직, 호흡기 착용)등에 따라 차등지원",,"○ 장애인 활동지원사가 장애인에게 자립생활(신체, 가사, 사회활동 등)을 장애인활동지원사를 통해 지원",○ 개인 신청절차 없음 - 기타(지자체) 시군구에서 대상자 가구 선정 후 지원,,주민장애인복지과 (☎  02-2147-5010),2021-12-12,202210061351
보호-돌봄,이용권,기타,468000000132,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/468000000132?administOrgCd=ALL,노인 목욕비 지원,,전라북도,익산시,이용권,상시신청,개인 신청절차 없음,경로장애인과 (☎ 063-859-5391),○ 70세이상 기초연금 수령 노인,,○ 발급한 쿠폰을 제출하고 목욕이용,○ 개인 신청절차 없음 - 주민센터 자격요건 검토후 배정,,경로장애인과 (☎  063-859-5391),2022-07-14,202210061351
보호-돌봄,서비스,온라인신청,406000000110,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/406000000110?administOrgCd=ALL,희망+ 온돌사업,,경기도,파주시,서비스,상시신청,주민센터,복지정책과 (☎ 031-940-8584),"○ 서비스 대상 : 50세이상 1인가구 및 65세 이상 거동불편 대상 통합돌봄서비스 제공  - 급성기질환 퇴원환자   - 퇴원 후 돌봄 가족 혹은 거동불편하여 재 입원 우려가 있는 환자 ※ 단, 노인장기요양등급 인정자 혹은 서비스 받고 있는자, 노인맞춤돌봄서비스 제공받고 있는자 등 중복서비스 불가함.",,"○ 희망+ 온돌사업이란?      파주형 통합돌봄서비스의 일환으로 거동불편한 저소득 퇴원대상자에게 돌봄, 영양, 의료, 주거개선 등 욕구와 필요에 의한 서비스를 통합적으로 제공하여      지역기반 건강하고 안전한 생활을 지원함.  ○ 서비스 대상 : 50세이상 1인가구 및 65세 이상 거동불편 대상 통합돌봄서비스 제공  - 급성기질환 퇴원환자   - 퇴원 후 돌봄 가족 혹은 거동불편하여 재 입원 우려가 있는 환자 ※ 단, 노인장기요양등급 인정자 혹은 서비스 받고 있는자, 노인맞춤돌봄서비스 제공받고 있는자 등 중복서비스 불가함. ○ 서비스 신청 : 읍면동 복지팀 수시 신청 (복지공무원 직권 혹은 이웃 대리 신청 가능 / 읍면동 별 신청서 비치) ○ 서비스 내용 :   - 급성기 등 퇴원환자 대상 퇴원돌봄, 병원동행서비스  - 식사제공(당뇨치료식-문산읍,운정동,금촌동 / 죽 혹은 국-전체 지역)  - 주거환경개선(안전바, 미끄럼방지매트 설치, 소독 등)  - 찾아가는 의료서비스(왕진서비스)  - 심리상담(전문기관 기본 8회기) ○ 서비스 진행 절차 : 읍면동 신청->시 복지정책과 ->서비스 제공기관(민관기관) 선정 및 제공회의->읍면동 별 지정 수행기관에서 직접서비스 제공 ○ 서비스 제공 기간 : 신청 후 서비스 회의를 거쳐 횟수, 기간, 시간 등 확정함.",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"○ 신청서(자체 양식), 입,퇴원확인서 및 의사소견서",복지정책과 (☎  031-940-8584),2022-07-14,202210061351
보호-돌봄,서비스,온라인신청,424000000154,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/424000000154?administOrgCd=ALL,저소득 주민 행복돌봄 지원,,강원도,삼척시,서비스,상시신청,주민센터,복지정책과 (☎ 033-570-3312),"○ 「국민기초생활보장법」에 따른 수급권자 및 차상위 계층  ○ 「한부모가족지원법」에 따른 저소득 한부모 및 조손가족  ○ 「노인복지법」에 따른 홀로 사는 노인 및 노인으로만 구성된 가구  ○ 「아동복지법」에 따른 가정위탁보호아동, 소년소녀가정아동  ○ 「장애인복지법」에 따른 등록된 저소득 장애인  ○ 「사회복지사업법」에 따른 사회복지시설에서 보호를 하는 사람 또는 동 시설을 이용하는 사람  ○ 재해, 질병, 실직, 사고, 사업실패 등으로 생활이 어려운 사람  ○ 그 밖에 생활이 어려운 사람으로서 삼척시장(이하 “시장”이라 한다)이 지원이 필요하다고 인정하는 사람",,"○ 저소득층 긴급지원비, 교육경비, 공공요금 등",○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,,복지정책과 (☎  033-570-3312),2021-11-24,202210061351
보호-돌봄,서비스,온라인신청,304000000111,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/304000000111?administOrgCd=ALL,저소득 독거어르신 안부확인(음료배달) 서비스,,서울특별시,광진구,현물서비스,상시신청,주민센터,광진구 어르신복지과 (☎ 02-450-7789),"○ 1순위 : 만60세 이상 국민기초생활보장수급자 중 중증희귀질환자 및 만성질환자 독거어르신○ 2순위 : 만 60세 이상 차상위계층 중 독거어르신 중 독거어르신 중증희귀 질환자 및 만성질환자 독거어르신○ 3순위 : 그외 사회적인 관례 단절 및 질병, 장애 등 특별한 사유로 방문을 통한 안부확인 보호가 필요한 만 60세 이상 독거어르신",,○ 야쿠르트 배달원이 방문하여 야쿠르트 배달과 건강 및 생활안전 상태 확인○ 위급상황 발생시 119 신고 및 동주민센터·구청에 통보,관할 주민센터 신청,서비스 신청서,광진구 어르신복지과 (☎  02-450-7789),2022-08-19,202210061351
보호-돌봄,서비스,타사이트신청,629000000132,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/629000000132?administOrgCd=ALL,한부모가족 가사서비스지원,,광주광역시,,서비스,상시신청,남구 건강가정∙다문화가족 지원센터,광주남구 건강가정다문화가족지원센터 (☎ 070-4204-6314),"○ 광주광역시 거주 중위소득 120%이하 한부모가족으로 아래요건 모두 충족 - 만12세 이하 자녀가 있는 가정 - 한부모가 경제활동 또는 학업중이거나, 질병 또는 장애가 있는 가정",,"○ 저소득 한부모가족에 가사서비스 이용요금 일부지원 - 주 1회, 회당 4만원 이내, 연간 160만원 이내","○ 팩스, 이메일, 우편 - 문의 : 남구 건강가정∙다문화가족 지원센터(070-4204-6314)","❍ 공통제출서류: 신청서, 개인정보 동의서, 주민등록등본  ❍ 한부모가족 증빙서류(택1): 한부모가족증명서, 혼인관계증명서(상세)  ❍ 소득증빙서류(택1): 수급자증명서, 건강보험료 납부확인서(직전 3개월분)  ❍ 경제/학업, 질병/장애(택1): 재직증명서, 재학증명서, 수강증, 진단서, 장애복지카드 등",광주남구 건강가정다문화가족지원센터 (☎  070-4204-6314),2022-03-04,202210061351
보호-돌봄,서비스,타사이트신청,629000000118,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/629000000118?administOrgCd=ALL,발달장애인 주간활동서비스 지원(추가),,광주광역시,,이용권서비스,상시신청,광주발달장애인지원센터,광주광역시청 (☎ 062-613-3291),"○ 광주광역시 거주  만 18세이상 발달장애인으로 자해,타해 행동으로 시설,센터 이용이 거부되어 가정에서 돌보는 최중증 발달장애인으로 광주발달장애인지원센터의 적격심의위원회에서 서비스 적격자로 인정받은 자",,○ 발달장애인 및 최중증 발달장애인의 주간활동지원을 위해 국비보조사업외에 시 추가 시간 제공을 통하여 지원서비스 제공,○ 온라인 신청 - 광주광역시 발달장애인 지원정보 플랫폼 : www.broso.kr ○ 방문 신청 - 기타 : 광주발달장애인지원센터,,광주광역시청 (☎  062-613-3291),2021-12-30,202210061351
보호-돌봄,서비스,방문신청,SSE000000050,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SSE000000050?administOrgCd=ALL,노인맞춤돌봄서비스,"홀로 일상생활을 영위하기 어려운 취약노인에게 복지 서비스 자원 발굴/연계, 생활교육, 정기적인 안전 확인 및 정서적 지원 등의 기본 서비스 제공",중앙부처,,서비스,상시신청,주민센터,보건복지상담센터 (☎ 129),"○ 만 65세 이상 국민기초생활수급자, 차상위계층 또는 기초연금수급자로서 유사 중복사업 자격에 해당되지 않는 자(다만, 시장ㆍ군수ㆍ구청장이 서비스가 필요하다고 인정하는 경우 예외적으로 제공 가능)- 독거ㆍ조손ㆍ고령부부 가구 노인 등 돌봄이 필요한 노인- 신체적 기능저하, 정신적 어려움(인지저하, 우울감) 등으로 돌봄이 필요한 노인① 일반돌봄군 : 사회적인 관계 단절 및 일상생활 지원필요가 큰 대상② 중점돌봄군 : 신체적인 기능제한으로 일상생활 지원필요가 큰 대상- 고독사 및 자살 위험이 높은 노인(특화서비스)","○ 만 65세 이상 취약노인 - 소득, 건강, 주거, 사회적 접촉 등의 수준을 평가하여 서비스 욕구가 높은 순으로 대상자 선정","○ 방문형, 통원형(집단 프로그램) 등의 직접서비스 및 연계서비스 제공- 직접서비스: 안전지원, 사회참여, 생활교육, 일상생활지원- 연계 서비스(민간후원 자원)- 특화서비스",읍면동 주민센터에 방문하여 신청,"○ 공통서류 - 노인맞춤돌봄서비스 신청서 - 신분증 - 최근 2개월 이내 골절(관절증, 척추병증 포함) 진단 또는 중증질환 수술을 받은 것을 증명하는 서류○ 대리신청 - 위임장 및 대리신청자의 신분증",보건복지상담센터 (☎  129),2022-01-07,202210061351
보호-돌봄,서비스,방문신청,135200000095,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/135200000095?administOrgCd=ALL,발달장애인 개인별지원계획 수립 지원,발달장애인 개인의 특성과 생애주기별 욕구를 고려한 복지서비스를 받을 수 있도록 수립한 개인별 복지서비스에 관한 제공,중앙부처,,서비스,단년도 계속 사업,"읍.면.동 주민센터, 지역발달장애인지원센터",보건복지상담센터 (☎ 129),"○ ｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인(지적, 자폐성) - 발달장애(지적·자폐성)가 의심된다는 의사소견서(진단서)로 대체하여 개인별지원계획 수립 대상자로 선정 가능","○ ｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인(지적, 자폐성) - 발달장애(지적·자폐성)가 의심된다는 의사소견서(진단서)로 대체하여 개인별지원계획 수립 대상자로 선정 가능","○ 발달장애인이 개인의 특성을 고려한 복지서비스를 받을 수 있도록 수립 및 복지(공공,민간) 서비스 연계 등","(가) 신청 주체(1) 발달장애인에 의한 신청｢장애인복지법｣ 제32조에 따라 장애인 등록이 된 발달장애인 당사자 (2) 보호자에 의한 신청발달장애인이 의사결정 능력이 충분하지 않다고 판단할 만한 상당한 이유가 있는 경우, 보호자가 대리 신청할 수 있음보호자의 범위-｢아동복지법｣ 제3조제3호의 보호자(발달장애인이 미성년자인 경우에 한정)-성년인 발달장애인의 후견인-성년인 발달장애인의 후견인이 아닌 사람 중 ｢민법｣ 제779조에 따른 가족 또는 같은 법 제974조에 따른 부양의무자로서 사실상 해당 발달장애인을 보호하는 사람  ※ ｢민법｣ 제779조에 따른 가족의 범위 ․ 배우자, 직계혈족 및 형제자매 ․ 생계를 같이 하는 직계혈족의 배우자, 배우자의 직계혈족 및 배우자의 형제자매※ ｢민법｣ 제974조에 따른 부양의무자의 범위 ․ 직계혈족 및 그 배우자 간 ․ 생계를 같이 하는 기타 친족간-성년인 발달장애인 중 보호자가 없는 경우 지방자치단체의 장이 발달장애인의 보호자로 지명하는 사람(후견인을 선임하기 전까지로 한정) (3) 사회복지전담공무원에 의한 신청발달장애인에 대한 복지지원이 누락되지 않도록 하기 위하여 관할 읍․면․동의 사회복지전담공무원은 아래의 경우 직권으로 복지서비스 및 개인별지원계획 수립 신청 가능-보호자가 있지만, 발달장애인을 학대하거나 방임하는 등 돌보지 않는 경우-기타 개인별지원계획 수립 신청이 발달장애인에게 더 큰 이익이 될 수 있다고 판단됨에도 불구하고 보호자가 이를 이행하지 않아 당사자에게 불이익이 초래될 것이 예상되는 경우사회복지전담공무원이 직권으로 신청하는 경우 발달장애인의 동의 필요","○ 발달장애인이 신청하는 경우의 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본 ○ 보호자가 신청하는 경우의 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본-특별자치시장․특별자치도지사 및 시장․군수․구청장은 발달장애인 보호자의 신분을 확인 ∙보호자가 ｢발달장애인법｣ 제2조제2호 가목 또는 다목에 해당하는 사람일 경우: ｢전자정부법｣ 제36조제1항에 따른 행정정보의 공동이용을 통하여 신청인의 가족관계등록부를 확인하여야 함(단, 신청인이 확인에 동의하지 아니하는 경우에는 그 서류를 첨부)∙보호자가 ｢발달장애인법｣ 제2조제2호 나목에 해당하는 사람일 경우: ｢후견등기에관한법률｣ 제15조에 의거한 등기사항 증명서를 확인하여야 함∙보호자가 ｢발달장애인법｣ 제2조제2호 라목에 해당하는 사람일 경우: 그에 해당하는 사람임을 증명할 수 있는 서류를 확인하여야 함 ○ 사회복지전담공무원이 직권으로 신청하는 경우 필요 서류-개인별지원계획 수립 신청서 [서식 2-1호] 제출-발달장애인의 신분을 확인할 수 있는 다음의 서류 중 하나를 제출∙주민등록증 사본∙자동차운전면허증 사본∙장애인등록증 사본∙여권 사본-발달장애인의 신청 동의서 [서식 2-2호]",보건복지상담센터 (☎  129),2022-06-09,202210061351
보호-돌봄,서비스,방문신청,650000000216,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/650000000216?administOrgCd=ALL,빅데이터 기반 1인 가구 안부 살피미,,제주특별자치도,,서비스,상시신청,주민센터,서귀포시 복지위생국 주민복지과 (☎ 064-760-2532),○ 혼자 생활하는 1인 가구 ※ 기초생활수급자/ 차상위 계층/ 읍면동장이 추천 하는 가구 등,,"○ 서비스내용 - 전력, 통신 사용 여부를 분석하여 이상 감지 발생 시 읍면동에서 안부확인 서비스 - 한국전력공사+SK텔레콤 협약 ○ 지원대상 : 혼자 사는 1인가구 - 한국전력에 전기요금을 납부하며, 스마트폰을 보유한 대상 가구 - 기초생활수급자/ 차상위 계층/ 읍면동장이 추천하는 가구 등",○ 방문 신청 - 주민센터 : 주소지 읍면동 맞춤형복지팀,,서귀포시 복지위생국 주민복지과 (☎  064-760-2532),2022-01-21,202210061351
보호-돌봄,서비스,방문신청,439000000859,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000859?administOrgCd=ALL,홀로노인 돌보미 지원,,충청북도,충주시,서비스,상시신청,주민센터,노인장애인과 (☎ 043-850-6815),○ 안전 확인이 필요한 요보호 홀로노인 중                        기초수급자 및 차상위계층 노인,,○ 정기적인 홀로노인 안부전화 및 세대방문 등의 어르신 돌봄활동 추진,○ 방문 신청 - 주민센터 : 읍면동 신청접수,,노인장애인과 (☎  043-850-6815),2022-07-19,202210061351
보호-돌봄,서비스,방문신청,304000000133,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/304000000133?administOrgCd=ALL,고독사 예방 1인 가구 안부확인 서비스,,서울특별시,광진구,서비스,상시신청,주민센터                                                                                                                                                                                                                                                                        시·군·구청,광진구 복지정책과 (☎ 02-450-7304),관내 1인 가구 - 1순위 : 50세 이상 1인 가구 중 고독사 위험군 - 2순위 : 50세 미만 차상위계층 이하 저소득주민 및 1인 가구 누구나,,50세 이상 1인 가구(고독사 위험군)에 대한 안부확인 서비스로 고독사 예방 - 모바일 수ㆍ발신 이력 모니터링을 통한 대상자 안부확인 - 일정기간(평균 3일) 이상 수ㆍ발신 이력이 없는 가구에 대해 안부콜(자동ARS) 발신을 통한 수신 확인 후 위험 대상자 조치,관할 동주민센터 및 구청 복지정책과 방문신청,,광진구 복지정책과 (☎  02-450-7304),2022-08-19,202210061351
보호-돌봄,서비스,방문신청,492000000114,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/492000000114?administOrgCd=ALL,이동 목욕서비스 제공,,전라남도,강진군,서비스,상시신청,주민센터                                                                                                                                                                                                                                                                        시·군·구청,주민복지실 (☎ 061-430-3154),○ 장기요양등급을 받지 않은 거동불편 노인,,○ 이동목욕 차량 이용 목욕서비스 제공,○ 방문 신청  - 주민센터 : 관할 읍면사무소 신청- 강진노인복지센터,,주민복지실 (☎  061-430-3154),2022-09-29,202210061351
보호-돌봄,서비스,방문신청,630000000108,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/630000000108?administOrgCd=ALL,여성장애인 사회참여 확대지원,,대전광역시,,서비스,상시신청,주민센터,보건장애인복지과 (☎ 042-270-4774),○ 「장애인복지법」 제32조에 등록한 여성장애인,,"○ 여성장애인의 자녀양육, 가사활동 및 산전 산후조리 등",○ 방문 신청 - 시군구 : 거주지 관할 주민센터에 방문 본인 신청,,보건장애인복지과 (☎  042-270-4774),2022-07-25,202210061351
보호-돌봄,서비스,방문신청,308000000108,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/308000000108?administOrgCd=ALL,돌봄SOS서비스,,서울특별시,강북구,서비스,상시신청,주민센터,복지정책과 (☎ 02-901-6993),"○ 긴급하고 일시적인 돌봄이 필요한 대상으로 만65세이상 어르신, 50세이상 중장년, 장애인 ○ 기준중위소득 85%이내",,"○ 지원대상 : 만65세 이상 어르신, 50세 이상 중장년, 장애인 - 당사자 혼자 거동하기 어렵거나 독립적인 일상생활 수행이 어려운 경우 - 당사자를 수발할 수 있는 가족 등이 부재하거나 수발할 수 없는 경우 - 공적 돌봄 서비스를 이용하지 않거나, 서비스 이용 중 불가피한 공백이 발생한 경우 - 비용기준 : 중위소득 85% 이하 ○ 지원내용: 돌봄SOS센터 10대 서비스 - 일시재가, 주거편의, 청소방역, 식사지원, 동행지원, 단기시설 등 - 지원비용 : 연간한도 158만원 이내",○ 방문 신청  - 주민센터 : 관할 주민센터 신청,,복지정책과 (☎  02-901-6993),2022-07-15,202210061351
보호-돌봄,서비스,방문신청,506000000121,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/506000000121?administOrgCd=ALL,지역아동센터 돌봄 신청,,경상북도,김천시,서비스,상시신청,시·군·구청,가족행복과 (☎ 054-421-2491),○ 지역아동센터 이용 아동,,"○ 지역아동센터 급식지원 - 저소득 가정의 아동들이 건강하게 자랄 수 있도록 지역아동센터에 급식 지원 등을 통해 결식예방 및 영양개선 ○ 단가 : 1식 당 7,000원/인",○ 방문 신청 - 시군구 : 김천시 드림스타트 방문 신청 및 지역아동센터 문의," 지역아동센터 이용 신청시 기초수급  및 차상위 계층, 법정 한부모가구 등 우선돌봄아동의 경우 별도의 구비서류 없음- 다문화가정 - 외국인 부모의 기본증명서, 조손가정 - 주민등록등본 필요- 다자녀 가정 - 주민등록등본, 맞벌이 - 재직증명서 , 한부모 가정 -등본이난 재직증명서 필요",가족행복과 (☎  054-421-2491),2022-05-02,202210061351
보호-돌봄,서비스,방문신청,353000000104,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/353000000104?administOrgCd=ALL,중증장애인 시 추가 활동 지원,,인천광역시,남동구,이용권서비스,접수기관 별 상이,주민센터,노인장애인과 (☎ 032-453-2575),○ 장애인활동지원등급 1등급 또는 12구간 이상으로 추가 시간이 필요한 중증장애인,,○ 지원대상자에게 월 10시간~80시간 범위 내 시추가 활동지원급여 제공,○ 방문 신청  - 동 행정복지센터 : 신청기간 내에 방문신청,,노인장애인과 (☎  032-453-2575),2022-07-13,202210061351
보호-돌봄,서비스,방문신청,309000000130,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/309000000130?administOrgCd=ALL,무의탁·독거노인 지원,,서울특별시,도봉구,서비스,상시신청,주민센터,어르신장애인과 (☎ 02-2091-3057),"○ 만60세 이상 기초생활수급자, 차상위 ○ 만65세 이상 기초생활수급자, 독거어르신",,"○ 치매, 요실금 등의 질환이 있는 취약계층 어르신들에게 위생용품 지원 ○ 독거어르신 가정에 매일 요쿠르트 배달 및 안부확인",○ 방문 신청  - 주민센터 : 관할 동주민센터에서 신청,,어르신장애인과 (☎  02-2091-3057),2022-07-21,202210061351
보호-돌봄,서비스,방문신청,321000000124,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/321000000124?administOrgCd=ALL,독거어르신 대상 야쿠르트돌봄서비스,,서울특별시,서초구,서비스,상시신청,"서초어르신행복e음센터, 방배노인종합복지관",어르신행복과 (☎ 02-2155-8861),○ 만 65세 이상 독거어르신,,"○ 만 65세 이상 독거어르신 댁에 주 3회 음료배달을 통해 안부확인  ※ 예산소진시 해당 서비스는 종료되고, 대체 서비스 신청 가능합니다.","○ 방문 신청 - 기타 : 수행기관 (서초어르신행복e음센터, 방배노인종합복지관)",,어르신행복과 (☎  02-2155-8861),2022-02-07,202210061351
보호-돌봄,서비스,기타,481000000104,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/481000000104?administOrgCd=ALL,"명절(설, 추석) 위문",,전라남도,여수시,서비스,상시신청,주민센터,사회복지과 (☎ 061-659-3683),"○ 기초수급자, 차상위계층, 사회복지시설 등",,○ 저소득층 및 보호시설 생활 지원,"○ 개인 신청절차 없음 - 읍면동 대상자 추천""",,사회복지과 (☎  061-659-3683),2022-02-07,202210061351
보호-돌봄,서비스,기타,308000000105,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/308000000105?administOrgCd=ALL,독거노인 무료도시락 제공,,서울특별시,강북구,현물서비스,동주민센터 추천에 의하여 선정,주민센터,일자리경제과 (☎ 02-901-7244),○ 독거노인 가구,,○ 희망일자리플랫폼 운영 사업 수익의 일정부분으로 독거노인 가구에 주 5회 무료도시락 제공,○ 동주민센터 추천,,일자리경제과 (☎  02-901-7244),2022-07-12,202210061351
보호-돌봄,서비스,기타,348000000356,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/348000000356?administOrgCd=ALL,아동학대피해아동 응급의료비 지원,,대구광역시,달성군,서비스기타,상시신청,시·군·구청,달성군청 아동보호팀 (☎ 053-668-2575),○ 아동학대 피해아동,,○ 아동학대 피해아동 응급의료비 지원,○ 개인 신청절차 없음 - 아동학대대응 업무매뉴얼에 따라 서비스 지원,,달성군청 아동보호팀 (☎  053-668-2575),2022-07-12,202210061351
보호-돌봄,서비스,기타,489000000138,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/489000000138?administOrgCd=ALL,홀몸 어르신 돌봄 로봇 보급 서비스,,전라남도,보성군,현물서비스,별도 신청 없음(치매안심센터 및 맞춤돌봄 수행기관 추천),개인 신청절차 없음,주민복지과 (☎ 061-850-5304),"○ 노인 우울검사 결과 ""중증 우울""에 해당하는 어르신 ○ 외로움,우울감을 호소하는 관내 홀로사는 어르신",,○ 어르신들의 치매예방과 우울감 해소 방안으로 정서케어 스마트 돌봄로봇 보급,○ 개인 신청절차 없음 - 별도 신청 없음(치매안심센터 및 맞춤돌봄 수행기관 추천),해당없음,주민복지과 (☎  061-850-5304),2022-07-19,202210061351
보호-돌봄,서비스,기타,341000000113,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/341000000113?administOrgCd=ALL,이동 목욕서비스 지원,,대구광역시,중구,서비스,상시신청,남산기독교종합사회복지관,생활지원과 (☎ 053-661-2666),○ 재가 심한 장애인 및 거동불편 독거노인(추천 시),,○ 재가 중증장애인 및 거동불편 독거노인에 대힌 이동목욕 차량을 이용한 이동목욕서비스 및 심리지원 제공,"○ 개인 신청절차 없음 - 동별 재가중증장애인 및 거동불편 독거노인 추천 - 확인 절차를 통해 목욕서비스 지원 대상여부 확인 후 선정 - 비정기적인 지원이 필요한 경우 지역사회(이웃주민, 유관기관 등)의 추천을 받아 수시 선정 → 최종선정은 수행기관인 남산기독교종합사회복지관에서 선정 후 서비스 실시",,생활지원과 (☎  053-661-2666),2022-01-24,202210061351
보호-돌봄,서비스,기타,499000000142,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/499000000142?administOrgCd=ALL,95세 이상 생신상 차려드리기,,전라남도,완도군,서비스,상시신청,개인 신청절차 없음,주민복지과 (☎ 061-550-5322),○ 주민등록상 완도군에 주소를 둔 95세 이상 어르신,,○ 95세 이상 생신상 차려드리기(1인당 5만원),○ 개인 신청절차 없음  - 별도 신청없이 주민등록상 기준 지원,,주민복지과 (☎  061-550-5322),2021-12-02,202210061351
보호-돌봄,기타,타사이트신청,356000000118,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/356000000118?administOrgCd=ALL,인천시 여성청소년 위생용품 보편적 지원금,,인천광역시,서구,기타,2022.07.01~2022.07.22,주민센터                                                                                                                                                                                                                                                                        시·군·구청,교육혁신과 (☎ 032-560-3102),*지원대상: 인천광역시에 주민등록을 두고 거주하는 만18세 일반 여성청소년,,"<인천시 여성청소년 위생용품 보편적 지원금>-지원요건: 인천광역시에 주민등록을 두고 거주하는 만18세 일반 여성청소년-지원방법: 정소년 본인 또는 주양육자(부모님 등) 신청 후, 지역화폐(인천이음) 발급, 이후 가맹점에서 위생용품 구매",신청기간 동안 방문 및 온라인(인천이음) 신청-방문: 거주지 동 주민센터 본인 또는 주양육자(부모님 등) 방문 신청-온라인: 인천이음 앱을 통해 신청링크 접속 신청,"거주지 동 방문시, 신분증 지참",교육혁신과 (☎  032-560-3102),2022-08-11,202210061351
